,Match Up_x,Game Date_x,Season_x,W/L_x,MIN_x,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Match Up_y,Game Date_y,Season_y,W/L_y,MIN_y,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
1258,MEM @ DAL,02/22/2021,,L,48,92,37,94,39.4,6,31,19.4,12,19,63.2,13,38,51,17,14,7,1,23,-10,UTA vs. CHA,02/22/2021,,W,48,124.5,103.8,20.8,75.6,1.48,22.8,26.8,80.4,56.5,21.7,69.4,71.4,106.00,60.1
1259,DAL vs. MEM,02/22/2021,,W,48,102,35,80,43.8,15,41,36.6,17,26,65.4,5,44,49,17,16,6,4,18,10,DAL vs. MEM,02/22/2021,,W,48,101.0,91.1,9.9,48.6,1.06,13.4,18.4,72.1,48.2,15.8,53.1,55.8,101.00,58.8
1260,WAS @ LAL,02/22/2021,,W,53,127,47,96,49.0,9,25,36.0,24,33,72.7,5,44,49,25,16,9,4,25,3,LAL vs. WAS,02/22/2021,,L,53,108.8,109.5,-0.7,59.2,1.45,18.4,25.0,73.1,47.3,17.5,54.3,55.6,104.15,46.6
1261,PHX vs. POR,02/22/2021,,W,48,132,50,99,50.5,16,33,48.5,16,18,88.9,13,30,43,29,7,6,5,13,32,CHA @ UTA,02/22/2021,,L,48,103.8,124.5,-20.8,43.9,1.13,13.4,19.6,73.2,43.5,15.1,52.2,56.0,106.00,39.9
1262,UTA vs. CHA,02/22/2021,,W,48,132,45,85,52.9,28,55,50.9,14,17,82.4,8,37,45,34,23,7,7,19,22,MEM @ DAL,02/22/2021,,L,48,91.1,101.0,-9.9,45.9,1.21,12.6,27.9,81.6,51.8,13.9,42.6,44.9,101.00,41.2
1263,POR @ PHX,02/22/2021,,L,48,100,37,84,44.0,12,39,30.8,14,19,73.7,13,33,46,15,17,6,6,17,-32,PHX vs. POR,02/22/2021,,W,48,137.5,105.3,32.2,58.0,4.14,20.3,35.3,66.7,50.5,7.3,58.6,61.7,95.50,63.5
1264,LAL vs. WAS,02/22/2021,,L,53,124,49,104,47.1,15,44,34.1,11,17,64.7,12,33,45,29,20,9,11,29,-3,OKC vs. MIA,02/22/2021,,L,48,100.0,113.7,-13.7,62.5,1.11,16.4,18.2,72.9,46.7,19.1,52.7,57.1,94.50,39.4
1265,MIA @ OKC,02/22/2021,,W,48,108,36,81,44.4,15,40,37.5,21,25,84.0,10,35,45,30,13,7,6,20,14,POR @ PHX,02/22/2021,,L,48,105.3,137.5,-32.2,40.5,0.88,11.9,33.3,64.7,49.5,17.9,51.2,54.1,95.50,36.5
1266,BOS @ NOP,02/21/2021,,L,53,115,39,98,39.8,10,37,27.0,27,34,79.4,11,38,49,22,11,9,11,30,-5,PHI @ TOR,02/21/2021,,L,48,107.3,115.8,-8.5,78.8,2.60,18.7,30.9,81.0,52.6,10.4,45.3,51.3,95.50,47.3
1267,TOR vs. PHI,02/21/2021,,W,48,110,40,81,49.4,14,34,41.2,16,18,88.9,5,34,39,25,14,5,5,24,7,OKC @ CLE,02/21/2021,,W,48,120.6,103.1,17.6,51.2,1.47,17.5,17.9,68.8,46.0,15.5,62.7,65.3,97.50,56.5
1268,OKC @ CLE,02/21/2021,,W,48,117,43,79,54.4,13,28,46.4,18,24,75.0,5,32,37,22,15,9,3,18,16,MIN @ NYK,02/21/2021,,L,48,104.2,108.4,-4.2,72.7,1.50,18.0,26.4,70.6,48.1,16.8,50.0,54.3,95.00,49.5
1269,CLE vs. OKC,02/21/2021,,L,48,101,39,84,46.4,8,35,22.9,15,20,75.0,14,28,42,22,18,9,4,17,-16,DET @ ORL,02/21/2021,,L,48,95.0,104.0,-8.9,67.6,2.09,16.9,22.0,85.4,50.5,10.9,43.4,47.9,101.00,43.0
1270,DET @ ORL,02/21/2021,,L,48,96,34,91,37.4,11,40,27.5,17,21,81.0,9,40,49,23,11,10,4,21,-9,LAC vs. BKN,02/21/2021,,L,48,110.2,114.3,-4.1,60.0,1.41,17.3,34.0,79.2,57.3,17.3,54.6,56.9,98.00,48.3
1271,ATL vs. DEN,02/21/2021,,W,48,123,42,81,51.9,12,34,35.3,27,33,81.8,10,34,44,29,11,6,4,20,8,BKN @ LAC,02/21/2021,,W,48,114.3,110.2,4.1,47.7,3.50,16.2,20.8,66.0,42.7,6.1,53.8,55.8,98.00,51.7
1272,MIN @ NYK,02/21/2021,,L,48,99,33,82,40.2,16,35,45.7,17,21,81.0,7,36,43,24,16,6,3,24,-4,CLE vs. OKC,02/21/2021,,L,48,103.1,120.6,-17.6,56.4,1.22,16.3,31.3,82.1,54.0,18.4,51.2,54.4,97.50,43.5
1273,BKN @ LAC,02/21/2021,,W,48,112,44,92,47.8,11,38,28.9,13,19,68.4,9,31,40,21,6,10,4,19,4,TOR vs. PHI,02/21/2021,,W,48,115.8,107.3,8.5,62.5,1.79,19.5,19.0,69.1,47.4,14.7,58.0,61.9,95.50,52.7
1274,ORL vs. DET,02/21/2021,,W,48,105,35,81,43.2,9,30,30.0,26,29,89.7,5,46,51,24,12,7,8,18,9,MIL vs. SAC,02/21/2021,,W,48,120.8,108.5,12.3,50.0,1.22,14.9,40.0,71.2,56.9,17.0,55.0,60.5,106.00,57.7
1275,SAC @ MIL,02/21/2021,,L,48,115,44,100,44.0,12,33,36.4,15,20,75.0,14,29,43,29,13,6,3,26,-13,NOP vs. BOS,02/21/2021,,W,53,111.1,105.5,5.6,52.4,1.69,15.1,27.1,73.8,50.8,12.0,50.5,54.4,98.26,52.0
1276,LAC vs. BKN,02/21/2021,,L,48,108,40,87,46.0,15,35,42.9,13,18,72.2,16,36,52,24,17,3,4,17,-4,SAC @ MIL,02/21/2021,,L,48,108.5,120.8,-12.3,65.9,2.23,19.1,28.8,60.0,43.1,12.3,50.0,52.8,106.00,42.3
1277,PHI @ TOR,02/21/2021,,L,48,103,33,85,38.8,11,37,29.7,26,35,74.3,11,34,45,26,10,8,7,21,-7,ORL vs. DET,02/21/2021,,W,48,104.0,95.0,8.9,68.6,2.00,18.2,14.6,78.0,49.5,11.9,48.8,56.0,101.00,57.0
1278,NOP vs. BOS,02/21/2021,,W,53,120,42,94,44.7,11,36,30.6,25,37,67.6,12,40,52,22,13,5,7,24,5,ATL vs. DEN,02/21/2021,,W,48,124.2,116.2,8.1,69.0,2.64,21.0,23.8,85.4,54.2,11.1,59.3,64.4,99.00,55.2
1279,MIL vs. SAC,02/21/2021,,W,48,128,44,90,48.9,11,28,39.3,29,36,80.6,14,42,56,22,18,8,5,19,13,BOS @ NOP,02/21/2021,,L,53,105.5,111.1,-5.6,56.4,2.00,15.1,26.2,72.9,49.2,10.1,44.9,50.9,98.26,48.0
1280,NYK vs. MIN,02/21/2021,,W,48,103,33,78,42.3,6,18,33.3,31,38,81.6,11,37,48,17,13,4,4,25,4,NYK vs. MIN,02/21/2021,,W,48,108.4,104.2,4.2,51.5,1.31,13.4,29.4,73.6,51.9,13.7,46.2,54.4,95.00,50.5
1281,DEN @ ATL,02/21/2021,,L,48,115,43,84,51.2,16,36,44.4,13,16,81.3,3,30,33,25,13,8,3,24,-8,DEN @ ATL,02/21/2021,,L,48,116.2,124.2,-8.1,58.1,1.92,19.4,14.6,76.2,45.8,13.1,60.7,63.2,99.00,44.8
1282,PHX @ MEM,02/20/2021,,W,48,128,46,86,53.5,24,46,52.2,12,13,92.3,5,36,41,35,12,5,7,14,31,MEM vs. PHX,02/20/2021,,L,48,99.0,133.3,-34.4,52.8,1.58,13.7,37.3,80.5,55.0,12.2,41.4,47.0,97.00,35.7
1283,POR vs. WAS,02/20/2021,,L,48,111,37,103,35.9,19,55,34.5,18,25,72.0,17,33,50,19,13,10,7,22,-7,LAL vs. MIA,02/20/2021,,L,48,97.9,100.0,-2.1,75.8,1.67,18.8,22.6,73.6,48.1,15.6,47.0,51.4,96.00,49.5
1284,CHI vs. SAC,02/20/2021,,W,48,122,49,82,59.8,11,23,47.8,13,15,86.7,2,36,38,24,14,5,8,23,8,CHA vs. GSW,02/20/2021,,W,48,104.1,103.1,1.0,62.2,0.92,18.3,15.8,80.4,52.8,25.5,62.7,64.6,97.50,49.4
1285,SAC @ CHI,02/20/2021,,L,48,114,44,98,44.9,8,29,27.6,18,22,81.8,12,29,41,22,7,8,3,18,-8,POR vs. WAS,02/20/2021,,L,48,104.7,112.4,-7.7,51.4,1.46,13.1,30.4,68.8,46.2,12.3,45.1,48.7,105.50,40.8
1286,MEM vs. PHX,02/20/2021,,L,48,97,36,93,38.7,5,33,15.2,20,23,87.0,17,32,49,19,12,5,4,12,-31,WAS @ POR,02/20/2021,,W,48,112.4,104.7,7.7,51.1,1.35,16.2,31.3,69.6,53.8,16.2,53.9,58.0,105.50,59.2
1287,CHA vs. GSW,02/20/2021,,W,48,102,37,75,49.3,20,40,50.0,8,9,88.9,4,40,44,23,25,7,2,22,2,MIA @ LAL,02/20/2021,,W,48,100.0,97.9,2.1,66.7,1.71,17.9,26.4,77.4,51.9,14.6,47.1,50.5,96.00,50.5
1288,MIA @ LAL,02/20/2021,,W,48,96,36,85,42.4,8,28,28.6,16,23,69.6,10,39,49,24,14,8,3,20,2,PHX @ MEM,02/20/2021,,W,48,133.3,99.0,34.4,76.1,2.92,25.2,19.5,62.7,45.0,12.5,67.4,69.8,97.00,64.3
1289,LAL vs. MIA,02/20/2021,,L,48,94,33,84,39.3,13,45,28.9,15,17,88.2,6,37,43,25,15,5,6,17,-2,GSW @ CHA,02/20/2021,,L,48,103.1,104.1,-1.0,62.2,1.64,17.7,19.6,84.2,47.2,14.4,51.2,54.1,97.50,50.6
1290,GSW @ CHA,02/20/2021,,L,48,100,37,85,43.5,13,39,33.3,13,17,76.5,9,30,39,23,14,10,3,12,-2,CHI vs. SAC,02/20/2021,,W,48,122.0,116.3,5.7,49.0,1.71,18.8,14.3,73.2,50.5,14.0,66.5,68.8,99.00,55.2
1291,WAS @ POR,02/20/2021,,W,48,118,45,89,50.6,6,26,23.1,22,29,75.9,12,42,54,23,17,8,3,19,7,SAC @ CHI,02/20/2021,,L,48,116.3,122.0,-5.7,50.0,3.14,16.3,26.8,85.7,49.5,7.1,49.0,52.9,99.00,44.8
1292,LAC vs. UTA,02/19/2021,,W,48,116,43,89,48.3,10,30,33.3,20,22,90.9,11,34,45,22,11,5,4,20,4,MIN vs. TOR,02/19/2021,,L,48,88.0,92.5,-4.4,75.0,1.41,18.8,23.5,66.1,46.4,18.5,44.0,46.1,92.50,48.8
1293,MIL vs. OKC,02/19/2021,,W,48,98,35,86,40.7,11,34,32.4,17,25,68.0,11,50,61,23,13,5,6,18,13,PHI vs. CHI,02/19/2021,,W,48,116.7,108.2,8.4,56.1,1.53,16.8,36.7,69.1,53.8,15.6,51.1,56.1,96.50,54.5
1294,CHI @ PHI,02/19/2021,,L,48,105,40,95,42.1,7,32,21.9,18,18,100,13,29,42,24,11,5,6,20,-7,CLE vs. DEN,02/19/2021,,L,48,107.3,125.0,-17.7,76.9,1.67,21.3,31.3,72.2,48.8,18.8,54.2,55.8,96.00,42.4
1295,ORL vs. GSW,02/19/2021,,W,48,124,46,94,48.9,18,43,41.9,14,17,82.4,8,43,51,30,13,7,8,19,4,BOS vs. ATL,02/19/2021,,W,48,119.8,107.9,11.9,52.0,1.44,18.7,28.6,70.4,52.1,17.8,63.3,64.1,101.00,54.4
1296,PHX @ NOP,02/19/2021,,W,48,132,51,88,58.0,22,39,56.4,8,12,66.7,4,33,37,38,13,8,4,17,18,NOP vs. PHX,02/19/2021,,L,48,111.8,130.7,-18.9,66.7,2.00,20.6,16.7,84.6,49.4,13.7,57.9,61.6,101.50,44.1
1297,DEN @ CLE,02/19/2021,,W,48,120,46,80,57.5,15,31,48.4,13,17,76.5,6,31,37,24,17,9,2,17,17,ORL vs. GSW,02/19/2021,,W,48,117.0,114.3,2.7,65.2,2.31,20.7,20.8,79.6,52.0,12.3,58.5,61.1,105.50,52.5
1298,ATL @ BOS,02/19/2021,,L,48,109,38,90,42.2,10,30,33.3,23,25,92.0,13,28,41,21,14,14,6,14,-12,TOR @ MIN,02/19/2021,,W,48,92.5,88.0,4.4,57.1,1.07,12.4,33.9,76.5,53.6,16.1,40.0,45.4,92.50,51.2
1299,DET @ MEM,02/19/2021,,L,48,95,36,86,41.9,14,45,31.1,9,13,69.2,13,32,45,27,21,8,7,22,-14,DEN @ CLE,02/19/2021,,W,48,125.0,107.3,17.7,52.2,1.41,18.6,27.8,68.8,51.2,17.7,66.9,68.6,96.00,57.6
1300,NOP vs. PHX,02/19/2021,,L,48,114,42,82,51.2,11,32,34.4,19,24,79.2,6,31,37,28,14,11,3,16,-18,GSW @ ORL,02/19/2021,,L,48,114.3,117.0,-2.7,80.4,2.85,24.5,20.4,79.2,48.0,12.4,57.2,57.9,105.50,47.5
1301,OKC @ MIL,02/19/2021,,L,48,85,31,85,36.5,12,40,30.0,11,21,52.4,8,38,46,20,12,4,5,23,-13,MIL vs. OKC,02/19/2021,,W,48,101.0,87.6,13.4,65.7,1.77,17.3,25.9,83.6,56.5,13.4,47.1,50.5,97.00,63.4
1302,UTA @ LAC,02/19/2021,,L,48,112,41,86,47.7,12,34,35.3,18,21,85.7,6,32,38,13,11,7,6,22,-4,DET @ MEM,02/19/2021,,L,48,96.0,111.2,-15.3,75.0,1.29,19.1,30.2,68.0,48.5,21.2,50.0,51.8,98.50,40.9
1303,PHI vs. CHI,02/19/2021,,W,48,112,41,87,47.1,7,21,33.3,23,29,79.3,16,37,53,23,15,5,7,18,7,LAC vs. UTA,02/19/2021,,W,48,117.2,110.9,6.3,51.2,2.00,16.5,25.5,78.7,52.1,11.1,53.9,58.8,100.00,54.2
1304,BOS vs. ATL,02/19/2021,,W,48,121,50,90,55.6,14,35,40.0,7,10,70.0,9,35,44,26,18,8,12,21,12,UTA @ LAC,02/19/2021,,L,48,110.9,117.2,-6.3,31.7,1.18,10.5,21.3,74.5,47.9,10.9,54.7,58.8,100.00,45.8
1305,TOR @ MIN,02/19/2021,,W,48,86,28,85,32.9,12,40,30.0,18,22,81.8,15,36,51,16,15,8,6,16,5,PHX @ NOP,02/19/2021,,W,48,130.7,111.8,18.9,74.5,2.92,26.4,15.4,83.3,50.6,12.9,70.5,70.8,101.50,55.9
1306,MIN vs. TOR,02/19/2021,,L,48,81,32,83,38.6,9,38,23.7,8,11,72.7,6,37,43,24,17,6,9,23,-5,ATL @ BOS,02/19/2021,,L,48,107.9,119.8,-11.9,55.3,1.50,15.2,29.6,71.4,47.9,13.9,47.8,54.0,101.00,45.6
1307,CLE vs. DEN,02/19/2021,,L,48,103,39,83,47.0,12,31,38.7,13,21,61.9,13,21,34,30,18,8,4,15,-17,OKC @ MIL,02/19/2021,,L,48,87.6,101.0,-13.4,64.5,1.67,15.7,16.4,74.1,43.5,12.4,43.5,45.1,97.00,36.6
1308,GSW @ ORL,02/19/2021,,L,48,120,46,97,47.4,19,42,45.2,9,15,60.0,9,36,45,37,13,8,0,19,-4,CHI @ PHI,02/19/2021,,L,48,108.2,116.7,-8.4,60.0,2.18,17.4,30.9,63.3,46.2,11.3,45.8,51.0,96.50,45.5
1309,MEM vs. DET,02/19/2021,,W,48,109,42,90,46.7,5,20,25.0,20,23,87.0,13,36,49,20,13,12,4,13,14,MEM vs. DET,02/19/2021,,W,48,111.2,96.0,15.3,47.6,1.54,15.0,32.0,69.8,51.5,13.3,49.4,54.4,98.50,59.1
1310,BKN @ LAL,02/18/2021,,W,48,109,38,77,49.4,18,39,46.2,15,24,62.5,8,31,39,23,14,9,3,18,11,LAL vs. BKN,02/18/2021,,L,48,104.3,116.0,-11.7,52.5,1.31,16.7,23.9,76.2,48.9,17.0,53.0,55.0,94.00,46.0
1311,SAC vs. MIA,02/18/2021,,L,48,110,43,93,46.2,15,41,36.6,9,16,56.3,13,31,44,29,16,7,3,18,-8,SAC vs. MIA,02/18/2021,,L,48,108.9,116.8,-7.9,67.4,1.81,19.9,29.6,70.8,49.0,15.8,54.3,55.0,101.00,42.9
1312,TOR @ MIL,02/18/2021,,W,48,110,38,78,48.7,12,35,34.3,22,23,95.7,2,35,37,26,9,6,6,21,14,BKN @ LAL,02/18/2021,,W,48,116.0,104.3,11.7,60.5,1.64,18.1,23.8,76.1,51.1,14.9,61.0,62.2,94.00,54.0
1313,MIL vs. TOR,02/18/2021,,L,48,96,35,88,39.8,10,34,29.4,16,23,69.6,15,37,52,23,15,6,2,23,-14,MIL vs. TOR,02/18/2021,,L,48,101.1,113.4,-12.3,65.7,1.53,16.8,33.9,92.7,58.8,15.8,45.5,48.9,96.00,39.7
1314,LAL vs. BKN,02/18/2021,,L,48,98,40,83,48.2,8,30,26.7,10,14,71.4,10,29,39,21,16,7,4,16,-11,TOR @ MIL,02/18/2021,,W,48,113.4,101.1,12.3,68.4,2.89,20.8,7.3,66.1,41.2,9.3,56.4,62.4,96.00,60.3
1315,MIA @ SAC,02/18/2021,,W,48,118,49,95,51.6,12,34,35.3,8,10,80.0,8,37,45,36,16,8,2,15,8,MIA @ SAC,02/18/2021,,W,48,116.8,108.9,7.9,73.5,2.25,24.0,29.2,70.4,51.0,15.8,57.9,59.4,101.00,57.1
1316,IND @ MIN,02/17/2021,,W,53,134,49,97,50.5,13,26,50.0,23,27,85.2,10,41,51,31,15,5,7,18,6,POR @ NOP,02/17/2021,,W,48,132.6,131.9,0.7,56.5,2.89,19.5,26.1,57.1,42.1,9.5,61.1,64.3,94.50,49.5
1317,ATL @ BOS,02/17/2021,,W,48,122,44,77,57.1,8,24,33.3,26,31,83.9,8,29,37,19,15,8,2,18,8,IND @ MIN,02/17/2021,,W,53,119.6,115.3,4.3,63.3,2.07,19.6,30.0,70.3,52.6,13.4,57.2,61.5,100.98,51.9
1318,MIN vs. IND,02/17/2021,,L,53,128,45,107,42.1,15,40,37.5,23,25,92.0,11,33,44,37,11,12,8,20,-6,DEN @ WAS,02/17/2021,,L,48,124.3,127.5,-3.2,47.9,1.77,16.8,23.4,73.3,47.8,12.6,61.4,64.1,102.50,47.0
1319,DEN @ WAS,02/17/2021,,L,48,128,48,92,52.2,17,38,44.7,15,18,83.3,10,32,42,23,13,7,7,26,-2,ATL @ BOS,02/17/2021,,W,48,123.2,115.2,8.1,43.2,1.27,15.0,25.7,62.5,47.0,15.2,62.3,67.3,99.00,56.6
1320,CHI vs. DET,02/17/2021,,W,48,105,41,85,48.2,8,28,28.6,15,24,62.5,8,38,46,29,13,8,7,20,3,OKC @ MEM,02/17/2021,,L,48,109.7,119.6,-9.9,71.4,1.39,18.5,15.2,76.1,45.7,17.5,57.1,62.6,102.50,41.0
1321,LAC vs. UTA,02/17/2021,,L,48,96,38,86,44.2,9,26,34.6,11,17,64.7,9,38,47,18,17,5,2,19,-18,ORL vs. NYK,02/17/2021,,W,48,107.0,89.0,18.0,64.3,1.93,19.4,23.5,78.2,51.9,14.0,54.3,55.5,100.00,61.7
1322,GSW vs. MIA,02/17/2021,,W,53,120,43,95,45.3,18,52,34.6,16,21,76.2,9,37,46,32,16,10,1,19,8,LAC vs. UTA,02/17/2021,,L,48,93.2,112.9,-19.7,47.4,1.06,13.5,24.0,68.4,47.7,16.5,49.4,51.3,102.00,41.1
1323,NOP vs. POR,02/17/2021,,L,48,124,43,89,48.3,15,32,46.9,23,29,79.3,18,33,51,25,12,5,1,15,-2,GSW vs. MIA,02/17/2021,,W,53,109.1,102.8,6.3,74.4,2.00,20.6,23.2,79.2,50.5,14.5,54.7,57.6,99.17,52.3
1324,HOU @ PHI,02/17/2021,,L,48,113,42,92,45.7,15,47,31.9,14,18,77.8,9,30,39,26,18,13,6,24,-5,DET @ CHI,02/17/2021,,L,48,102.0,106.1,-4.1,40.5,1.15,12.2,16.7,76.6,46.3,13.0,50.0,55.1,99.50,44.4
1325,OKC @ MEM,02/17/2021,,L,48,113,35,78,44.9,19,41,46.3,24,28,85.7,6,33,39,25,18,5,3,25,-9,HOU @ PHI,02/17/2021,,L,48,103.7,107.3,-3.6,61.9,1.44,17.9,18.9,70.5,42.3,16.5,53.8,56.5,109.50,46.1
1326,ORL vs. NYK,02/17/2021,,W,48,107,42,92,45.7,16,34,47.1,7,10,70.0,10,40,50,27,14,10,7,15,18,MIN vs. IND,02/17/2021,,L,53,115.3,119.6,-4.3,82.2,3.36,22.2,29.7,70.0,47.4,9.9,49.1,54.2,100.98,48.1
1327,NYK @ ORL,02/17/2021,,L,48,89,33,87,37.9,7,27,25.9,16,19,84.2,10,36,46,16,16,7,5,14,-18,CHI vs. DET,02/17/2021,,W,48,106.1,102.0,4.1,70.7,2.23,20.9,23.4,83.3,53.7,13.1,52.9,54.9,99.50,55.6
1328,UTA @ LAC,02/17/2021,,W,48,114,42,98,42.9,13,40,32.5,17,20,85.0,17,36,53,19,13,12,3,15,18,UTA @ LAC,02/17/2021,,W,48,112.9,93.2,19.7,45.2,1.46,13.8,31.6,76.0,52.3,12.9,49.5,53.4,102.00,58.9
1329,DET @ CHI,02/17/2021,,L,48,102,37,82,45.1,8,28,28.6,20,24,83.3,6,34,40,15,13,9,2,21,-3,NYK @ ORL,02/17/2021,,L,48,89.0,107.0,-18.0,48.5,1.00,12.5,21.8,76.5,48.1,16.0,42.0,46.7,100.00,38.3
1330,PHI vs. HOU,02/17/2021,,W,48,118,39,81,48.1,12,26,46.2,28,32,87.5,7,40,47,23,23,12,6,21,5,WAS vs. DEN,02/17/2021,,W,48,127.5,124.3,3.2,70.5,2.21,21.4,26.7,76.6,52.2,13.7,59.9,64.4,102.50,53.0
1331,BOS vs. ATL,02/17/2021,,L,48,114,40,86,46.5,10,31,32.3,24,27,88.9,11,26,37,22,16,9,3,27,-8,BOS vs. ATL,02/17/2021,,L,48,115.2,123.2,-8.1,55.0,1.38,15.8,37.5,74.3,53.0,16.2,52.3,58.2,99.00,43.4
1332,POR @ NOP,02/17/2021,,W,48,126,46,90,51.1,18,41,43.9,16,18,88.9,7,24,31,26,9,6,7,19,2,PHI vs. HOU,02/17/2021,,W,48,107.3,103.7,3.6,59.0,1.00,15.8,29.5,81.1,57.7,20.9,55.6,62.1,109.50,53.9
1333,MEM vs. OKC,02/17/2021,,W,48,122,42,83,50.6,12,26,46.2,26,33,78.8,7,37,44,31,13,14,4,18,9,MEM vs. OKC,02/17/2021,,W,48,119.6,109.7,9.9,73.8,2.38,21.5,23.9,84.8,54.3,12.7,57.8,62.6,102.50,59.0
1334,MIA @ GSW,02/17/2021,,L,53,112,44,97,45.4,13,36,36.1,11,12,91.7,7,42,49,28,18,8,5,22,-8,MIA @ GSW,02/17/2021,,L,53,102.8,109.1,-6.3,63.6,1.56,18.9,20.8,76.8,49.5,16.5,52.1,54.8,99.17,47.7
1335,WAS vs. DEN,02/17/2021,,W,48,130,44,86,51.2,15,33,45.5,27,34,79.4,9,36,45,31,14,7,3,20,2,NOP vs. POR,02/17/2021,,L,48,131.9,132.6,-0.7,58.1,2.08,17.9,42.9,73.9,57.9,12.8,56.7,60.9,94.50,50.5
1336,MIN vs. LAL,02/16/2021,,L,48,104,39,93,41.9,16,34,47.1,10,13,76.9,11,27,38,26,15,11,4,27,-8,MIN vs. LAL,02/16/2021,,L,48,106.1,115.5,-9.3,66.7,1.73,18.2,34.5,78.9,52.7,15.3,50.5,52.7,97.50,41.5
1337,NOP @ MEM,02/16/2021,,W,48,144,56,91,61.5,19,38,50.0,13,17,76.5,11,36,47,33,19,14,4,19,31,BKN @ PHX,02/16/2021,,W,48,132.0,130.5,1.4,59.6,2.80,21.7,11.4,87.5,52.0,10.3,69.5,72.2,96.00,51.6
1338,BOS vs. DEN,02/16/2021,,W,48,112,39,81,48.1,15,42,35.7,19,21,90.5,10,33,43,26,22,7,1,22,13,LAL @ MIN,02/16/2021,,W,48,115.5,106.1,9.3,47.6,1.11,16.0,21.1,65.5,47.3,18.6,61.7,64.9,97.50,58.5
1339,DEN @ BOS,02/16/2021,,L,48,99,38,84,45.2,9,34,26.5,14,15,93.3,11,27,38,25,17,12,3,18,-13,POR @ OKC,02/16/2021,,W,48,117.3,105.1,12.3,61.9,2.60,18.4,29.3,80.8,53.6,10.2,54.2,55.6,98.50,52.4
1340,PHX vs. BKN,02/16/2021,,L,48,124,48,88,54.5,16,37,43.2,12,12,100,4,30,34,28,6,7,3,15,-4,TOR @ MIL,02/16/2021,,W,48,117.0,105.6,11.4,54.3,1.67,17.6,23.4,84.4,53.3,14.2,59.9,61.9,106.50,52.3
1341,OKC vs. POR,02/16/2021,,L,48,104,37,85,43.5,10,33,30.3,20,27,74.1,7,39,46,23,11,6,3,16,-11,BOS vs. DEN,02/16/2021,,W,48,114.3,101.0,13.3,66.7,1.18,18.6,37.2,73.9,56.2,22.4,57.4,62.1,98.00,52.0
1342,POR @ OKC,02/16/2021,,W,48,115,42,96,43.8,20,47,42.6,11,17,64.7,15,39,54,26,10,6,8,23,11,OKC vs. POR,02/16/2021,,L,48,105.1,117.3,-12.3,62.2,2.09,17.6,19.2,70.7,46.4,11.1,49.4,53.7,98.50,47.6
1343,BKN @ PHX,02/16/2021,,W,48,128,47,82,57.3,20,40,50.0,14,15,93.3,4,33,37,28,10,4,4,11,4,MIL vs. TOR,02/16/2021,,L,48,105.6,117.0,-11.4,62.5,1.47,18.0,15.6,76.6,46.7,15.9,56.6,60.1,106.50,47.7
1344,LAL @ MIN,02/16/2021,,W,48,112,42,77,54.5,11,26,42.3,17,21,81.0,6,32,38,20,18,8,8,14,8,PHX vs. BKN,02/16/2021,,L,48,130.5,132.0,-1.4,58.3,4.67,21.9,12.5,88.6,48.0,6.3,63.6,66.5,96.00,48.4
1345,MEM vs. NOP,02/16/2021,,L,48,113,42,88,47.7,13,31,41.9,16,18,88.9,9,23,32,23,19,10,0,18,-31,MEM vs. NOP,02/16/2021,,L,48,108.7,137.1,-28.5,54.8,1.21,16.7,23.4,62.2,40.5,18.3,55.1,58.9,104.50,36.0
1346,MIL vs. TOR,02/16/2021,,L,48,113,40,83,48.2,14,37,37.8,19,25,76.0,5,36,41,25,17,10,5,17,-11,NOP @ MEM,02/16/2021,,W,48,137.1,108.7,28.5,58.9,1.74,21.7,37.8,76.6,59.5,18.1,72.0,73.1,104.50,64.0
1347,TOR @ MIL,02/16/2021,,W,48,124,46,91,50.5,17,43,39.5,15,21,71.4,8,36,44,25,15,8,6,18,11,DEN @ BOS,02/16/2021,,L,48,101.0,114.3,-13.3,65.8,1.47,18.5,26.1,62.8,43.8,17.3,50.6,54.6,98.00,48.0
1348,BKN @ SAC,02/15/2021,,W,48,136,51,89,57.3,27,47,57.4,7,12,58.3,9,26,35,31,15,7,4,16,11,SAC vs. BKN,02/15/2021,,L,48,126.3,137.4,-11.1,47.1,1.60,17.1,41.3,70.0,54.7,15.2,59.4,61.4,99.00,46.8
1349,LAC vs. MIA,02/15/2021,,W,48,125,47,85,55.3,15,32,46.9,16,20,80.0,7,32,39,31,12,5,0,22,7,UTA vs. PHI,02/15/2021,,W,48,131.4,119.4,12.0,40.0,1.64,14.0,22.0,66.7,46.1,10.8,62.8,67.2,102.50,53.9
1350,WAS vs. HOU,02/15/2021,,W,48,131,48,92,52.2,12,30,40.0,23,31,74.2,10,37,47,25,15,14,2,24,12,PHI @ UTA,02/15/2021,,L,48,119.4,131.4,-12.0,40.4,1.58,13.8,33.3,78.0,53.9,11.7,54.3,58.8,102.50,46.1
1351,SAC vs. BKN,02/15/2021,,L,48,125,51,96,53.1,12,33,36.4,11,13,84.6,15,26,41,24,15,6,6,13,-11,CLE @ GSW,02/15/2021,,L,48,94.2,125.2,-31.0,51.4,1.06,13.2,35.0,81.0,53.9,17.3,43.2,47.2,103.50,33.1
